pokemonNumber,pokemonName,imageUrl,classification,alternateFormName,originalPokemonId,legendaryType,pokemonHeight,pokemonWeight,primaryType,secondaryType,primaryAbility,primaryAbilityDescription,secondaryAbility,secondaryAbilityDescription,hiddenAbility,hiddenAbilityDescription,specialEventAbility,specialEventAbilityDescription,maleRatio,femaleRatio,baseHappiness,gameOfOrigin,regionOfOrigin,healthStat,attackStat,defenseStat,specialAttackStat,specialDefenseStat,speedStat,baseStatTotal,healthEV,attackEV,defenseEV,specialAttackEV,specialDefenseEV,speedEV,evYieldTotal,catchRate,experienceGrowth,experienceGrowthTotal,experienceYield,primaryEggGroup,secondaryEggGroup,eggCycleCount,preEvolutionPokemonId,evolutionDetails
41,Zubat,https://assets.pokemon.com/assets/cms2/img/pokedex/full/041.png,Bat Pokemon,,,,0.8,7.5,Poison,Flying,Inner Focus,"The Pokémon's intensely focused, and that protects the Pokémon from flinching.",,,Infiltrator,"Passes through the opposing Pokémon's barrier, substitute, and the like and strikes.",,,50,50,70,Red / Blue / Yellow,Kanto,40,45,35,30,40,55,245,0,0,0,0,0,1,1,255,Medium Fast,1000000,49,Flying,,15,,
42,Golbat,https://assets.pokemon.com/assets/cms2/img/pokedex/full/042.png,Bat Pokemon,,,,1.6,55,Poison,Flying,Inner Focus,"The Pokémon's intensely focused, and that protects the Pokémon from flinching.",,,Infiltrator,"Passes through the opposing Pokémon's barrier, substitute, and the like and strikes.",,,50,50,70,Red / Blue / Yellow,Kanto,75,80,70,65,75,95,460,0,0,0,0,0,2,2,90,Medium Fast,1000000,159,Flying,,15,61,Level 22
43,Oddish,https://assets.pokemon.com/assets/cms2/img/pokedex/full/043.png,Weed Pokemon,,,,0.5,5.4,Grass,Poison,Chlorophyll,Boosts the Pokémon's Speed stat in harsh sunlight. ,,,Run Away,Enables a sure getaway from wild Pokémon.,,,50,50,70,Red / Blue / Yellow,Kanto,45,50,55,75,65,30,320,0,0,0,1,0,0,1,255,Medium Slow,1059860,64,Grass,,20,,
44,Gloom,https://assets.pokemon.com/assets/cms2/img/pokedex/full/044.png,Weed Pokemon,,,,0.8,8.6,Grass,Poison,Chlorophyll,Boosts the Pokémon's Speed stat in harsh sunlight. ,,,Stench,"By releasing stench when attacking, this Pokémon may cause the target to flinch.",,,50,50,70,Red / Blue / Yellow,Kanto,60,65,70,85,75,40,395,0,0,0,2,0,0,2,120,Medium Slow,1059860,138,Grass,,20,64,Level 21
45,Vileplume,https://assets.pokemon.com/assets/cms2/img/pokedex/full/045.png,Flower Pokemon,,,,1.2,18.6,Grass,Poison,Chlorophyll,Boosts the Pokémon's Speed stat in harsh sunlight. ,,,Effect Spore,"Contact with the Pokémon may inflict poison, sleep, or paralysis on its attacker.",,,50,50,70,Red / Blue / Yellow,Kanto,75,80,85,110,90,50,490,0,0,0,3,0,0,3,45,Medium Slow,1059860,221,Grass,,20,65,Leaf Stone
46,Paras,https://assets.pokemon.com/assets/cms2/img/pokedex/full/046.png,Mushroom Pokemon,,,,0.3,5.4,Bug,Grass,Effect Spore,"Contact with the Pokémon may inflict poison, sleep, or paralysis on its attacker.",Dry Skin,"Restores HP in rain or when hit by Water-type moves. Reduces HP in harsh sunlight, and increases the damage received from Fire-type moves.",Damp,"Prevents the use of explosive moves, such as Self-Destruct, by dampening its surroundings.",,,50,50,70,Red / Blue / Yellow,Kanto,35,70,55,45,55,25,285,0,1,0,0,0,0,1,190,Medium Fast,1000000,57,Bug,Grass,20,,
47,Parasect,https://assets.pokemon.com/assets/cms2/img/pokedex/full/047.png,Mushroom Pokemon,,,,1,29.5,Bug,Grass,Effect Spore,"Contact with the Pokémon may inflict poison, sleep, or paralysis on its attacker.",Dry Skin,"Restores HP in rain or when hit by Water-type moves. Reduces HP in harsh sunlight, and increases the damage received from Fire-type moves.",Damp,"Prevents the use of explosive moves, such as Self-Destruct, by dampening its surroundings.",,,50,50,70,Red / Blue / Yellow,Kanto,60,95,80,60,80,30,405,0,2,1,0,0,0,3,75,Medium Fast,1000000,142,Bug,Grass,20,68,Level 24
48,Venonat,https://assets.pokemon.com/assets/cms2/img/pokedex/full/048.png,Insect Pokemon,,,,1,30,Bug,Poison,Compound Eyes,The Pokémon's compound eyes boost its accuracy.,Tinted Lens,"The Pokémon can use ""not very effective"" moves to deal regular damage.",Run Away,Enables a sure getaway from wild Pokémon.,,,50,50,70,Red / Blue / Yellow,Kanto,60,55,50,40,55,45,305,0,0,0,0,1,0,1,190,Medium Fast,1000000,61,Bug,,20,,
49,Venomoth,https://assets.pokemon.com/assets/cms2/img/pokedex/full/049.png,Poison Moth Pokemon,,,,1.5,12.5,Bug,Poison,Shield Dust,This Pokémon's dust blocks the additional effects of attacks taken.,Tinted Lens,"The Pokémon can use ""not very effective"" moves to deal regular damage.",Wonder Skin,Makes status moves more likely to miss.,,,50,50,70,Red / Blue / Yellow,Kanto,70,65,60,90,75,90,450,0,0,0,1,0,1,2,75,Medium Fast,1000000,158,Bug,,20,70,Level 31
50,Diglett,https://assets.pokemon.com/assets/cms2/img/pokedex/full/050.png,Mole Pokemon,,,,0.2,0.8,Ground,,Sand Veil,Boosts the Pokémon's evasiveness in a sandstorm.,Arena Trap,Prevents opposing Pokémon from fleeing.,Sand Force,"Boosts the power of Rock-, Ground-, and Steel-type moves in a sandstorm.",,,50,50,70,Red / Blue / Yellow,Kanto,10,55,25,35,45,95,265,0,0,0,0,0,1,1,255,Medium Fast,1000000,53,Field,,20,,
50,Diglett,https://assets.pokemon.com/assets/cms2/img/pokedex/full/050_f2.png,Mole Pokemon,Alola,72,,0.2,1,Ground,Steel,Sand Veil,Boosts the Pokémon's evasiveness in a sandstorm.,Tangling Hair,Contact with the Pokémon lowers the attacker's Speed stat.,Sand Force,"Boosts the power of Rock-, Ground-, and Steel-type moves in a sandstorm.",,,50,50,70,Sun / Moon,Alola,10,55,30,35,45,90,265,0,0,0,0,0,1,1,255,Medium Fast,1000000,53,Field,,20,,
51,Dugtrio,https://assets.pokemon.com/assets/cms2/img/pokedex/full/051.png,Mole Pokemon,,,,0.7,33.3,Ground,,Sand Veil,Boosts the Pokémon's evasiveness in a sandstorm.,Arena Trap,Prevents opposing Pokémon from fleeing.,Sand Force,"Boosts the power of Rock-, Ground-, and Steel-type moves in a sandstorm.",,,50,50,70,Red / Blue / Yellow,Kanto,35,100,50,50,70,120,425,0,0,0,0,0,2,2,50,Medium Fast,1000000,149,Field,,20,72,Level 26
51,Dugtrio,https://assets.pokemon.com/assets/cms2/img/pokedex/full/051_f2.png,Mole Pokemon,Alola,73,,0.7,66.6,Ground,Steel,Sand Veil,Boosts the Pokémon's evasiveness in a sandstorm.,Tangling Hair,Contact with the Pokémon lowers the attacker's Speed stat.,Sand Force,"Boosts the power of Rock-, Ground-, and Steel-type moves in a sandstorm.",,,50,50,70,Sun / Moon,Alola,35,100,60,50,70,110,425,0,2,0,0,0,0,2,50,Medium Fast,1000000,149,Field,,20,74,Level 26 In Alola
52,Meowth,https://assets.pokemon.com/assets/cms2/img/pokedex/full/052.png,Scratch Cat Pokemon,,,,0.4,4.2,Normal,,Pickup,"The Pokémon may pick up the item an opposing Pokémon used during a battle. It may pick up items outside of battle, too.",Technician,Powers up the Pokémon's weaker moves.,Unnerve,Unnerves opposing Pokémon and makes them unable to eat Berries.,,,50,50,70,Red / Blue / Yellow,Kanto,40,45,35,40,40,90,290,0,0,0,0,0,1,1,255,Medium Fast,1000000,58,Field,,20,,
52,Meowth,https://assets.pokemon.com/assets/cms2/img/pokedex/full/052_f2.png,Scratch Cat Pokemon,Alola,96,,0.4,4.2,Dark,,Pickup,"The Pokémon may pick up the item an opposing Pokémon used during a battle. It may pick up items outside of battle, too.",Technician,Powers up the Pokémon's weaker moves.,Rattled,"Dark-, Ghost-, and Bug-type moves scare the Pokémon and boost its Speed stat.",,,50,50,70,Sun / Moon,Alola,40,35,35,50,40,90,290,0,0,0,0,0,1,1,255,Medium Fast,1000000,58,Field,,20,,
52,Meowth,https://assets.pokemon.com/assets/cms2/img/pokedex/full/052_f3.png,Scratch Cat Pokemon,Galar,96,,0.4,7.5,Steel,,Pickup,"The Pokémon may pick up the item an opposing Pokémon used during a battle. It may pick up items outside of battle, too.",Tough Claws,Powers up moves that make direct contact. ,Unnerve,Unnerves opposing Pokémon and makes them unable to eat Berries.,,,50,50,70,Sword / Shield,Galar,50,65,55,40,40,40,290,0,0,0,0,0,1,1,255,Medium Fast,1000000,58,Field,,20,,
52,Meowth,https://assets.pokemon.com/assets/cms2/img/pokedex/full/052_f4.png,Scratch Cat Pokemon,Gigantamax,96,,33,0,Normal,,Pickup,"The Pokémon may pick up the item an opposing Pokémon used during a battle. It may pick up items outside of battle, too.",Technician,Powers up the Pokémon's weaker moves.,Unnerve,Unnerves opposing Pokémon and makes them unable to eat Berries.,,,50,50,70,Sword / Shield,Galar,40,45,35,40,40,90,290,0,0,0,0,0,1,1,255,Medium Fast,1000000,58,Field,,20,,
53,Persian,https://assets.pokemon.com/assets/cms2/img/pokedex/full/053.png,Classy Cat Pokemon,,,,1,32,Normal,,Limber,Its limber body protects the Pokémon from paralysis.,Technician,Powers up the Pokémon's weaker moves.,Unnerve,Unnerves opposing Pokémon and makes them unable to eat Berries.,,,50,50,70,Red / Blue / Yellow,Kanto,65,70,60,65,65,115,440,0,0,0,0,0,2,2,90,Medium Fast,1000000,154,Field,,20,96,Level 28
53,Persian,https://assets.pokemon.com/assets/cms2/img/pokedex/full/053_f2.png,Classy Cat Pokemon,Alola,100,,1.1,33,Dark,,Fur Coat,Halves the damage from physical moves.,Technician,Powers up the Pokémon's weaker moves.,Rattled,"Dark-, Ghost-, and Bug-type moves scare the Pokémon and boost its Speed stat.",,,50,50,70,Sun / Moon,Alola,65,60,60,75,65,115,440,0,0,0,0,0,2,2,90,Medium Fast,1000000,154,Field,,20,97,Level 28
54,Psyduck,https://assets.pokemon.com/assets/cms2/img/pokedex/full/054.png,Duck Pokemon,,,,0.8,19.6,Water,,Damp,"Prevents the use of explosive moves, such as Self-Destruct, by dampening its surroundings.",Cloud Nine,Eliminates the effects of weather.,Swift Swim,Boosts the Pokémon's Speed stat in rain.,,,50,50,70,Red / Blue / Yellow,Kanto,50,52,48,65,50,55,320,0,0,0,1,0,0,1,190,Medium Fast,1000000,64,Water 1,Field,20,,
55,Golduck,https://assets.pokemon.com/assets/cms2/img/pokedex/full/055.png,Duck Pokemon,,,,1.7,76.6,Water,,Damp,"Prevents the use of explosive moves, such as Self-Destruct, by dampening its surroundings.",Cloud Nine,Eliminates the effects of weather.,Swift Swim,Boosts the Pokémon's Speed stat in rain.,,,50,50,70,Red / Blue / Yellow,Kanto,80,82,78,95,80,85,500,0,0,0,2,0,0,2,75,Medium Fast,1000000,175,Water 1,Field,20,102,Level 33
56,Mankey,https://assets.pokemon.com/assets/cms2/img/pokedex/full/056.png,Pig Monkey Pokemon,,,,0.5,28,Fighting,,Vital Spirit,"The Pokémon is full of vitality, and that prevents it from falling asleep.",Anger Point,"The Pokémon is angered when it takes a critical hit, and that maxes its Attack stat.",Defiant,Boosts the Pokémon's Attack stat sharply when its stats are lowered.,,,50,50,70,Red / Blue / Yellow,Kanto,40,80,35,35,45,70,305,0,1,0,0,0,0,1,190,Medium Fast,1000000,61,Field,,20,,
57,Primeape,https://assets.pokemon.com/assets/cms2/img/pokedex/full/057.png,Pig Monkey Pokemon,,,,1,32,Fighting,,Vital Spirit,"The Pokémon is full of vitality, and that prevents it from falling asleep.",Anger Point,"The Pokémon is angered when it takes a critical hit, and that maxes its Attack stat.",Defiant,Boosts the Pokémon's Attack stat sharply when its stats are lowered.,,,50,50,70,Red / Blue / Yellow,Kanto,65,105,60,60,70,95,455,0,2,0,0,0,0,2,75,Medium Fast,1000000,159,Field,,20,895,Level 28
58,Growlithe,https://assets.pokemon.com/assets/cms2/img/pokedex/full/058.png,Puppy Pokemon,,,,0.7,19,Fire,,Intimidate,"The Pokémon intimidates opposing Pokémon upon entering battle, lowering their Attack stat.",Flash Fire,Powers up the Pokémon's Fire-type moves if it's hit by one.,Justified,"Being hit by a Dark-type move boosts the Attack stat of the Pokémon, for justice.",,,75,25,70,Red / Blue / Yellow,Kanto,55,70,45,70,50,60,350,0,1,0,0,0,0,1,190,Slow,1250000,70,Field,,20,,
59,Arcanine,https://assets.pokemon.com/assets/cms2/img/pokedex/full/059.png,Legendary Pokemon,,,,1.9,155,Fire,,Intimidate,"The Pokémon intimidates opposing Pokémon upon entering battle, lowering their Attack stat.",Flash Fire,Powers up the Pokémon's Fire-type moves if it's hit by one.,Justified,"Being hit by a Dark-type move boosts the Attack stat of the Pokémon, for justice.",,,75,25,70,Red / Blue / Yellow,Kanto,90,110,80,100,80,95,555,0,2,0,0,0,0,2,75,Slow,1250000,194,Field,,20,949,Fire Stone
60,Poliwag,https://assets.pokemon.com/assets/cms2/img/pokedex/full/060.png,Tadpole Pokemon,,,,0.6,12.4,Water,,Water Absorb,Restores HP if hit by a Water-type move instead of taking damage.,Damp,"Prevents the use of explosive moves, such as Self-Destruct, by dampening its surroundings.",Swift Swim,Boosts the Pokémon's Speed stat in rain.,,,50,50,70,Red / Blue / Yellow,Kanto,40,50,40,40,40,90,300,0,0,0,0,0,1,1,255,Medium Slow,1059860,60,Water 1,,20,,
61,Poliwhirl,https://assets.pokemon.com/assets/cms2/img/pokedex/full/061.png,Tadpole Pokemon,,,,1,20,Water,,Water Absorb,Restores HP if hit by a Water-type move instead of taking damage.,Damp,"Prevents the use of explosive moves, such as Self-Destruct, by dampening its surroundings.",Swift Swim,Boosts the Pokémon's Speed stat in rain.,,,50,50,70,Red / Blue / Yellow,Kanto,65,65,65,50,50,90,385,0,0,0,0,0,2,2,120,Medium Slow,1059860,135,Water 1,,20,971,Level 25
62,Poliwrath,https://assets.pokemon.com/assets/cms2/img/pokedex/full/062.png,Tadpole Pokemon,,,,1.3,54,Water,Fighting,Water Absorb,Restores HP if hit by a Water-type move instead of taking damage.,Damp,"Prevents the use of explosive moves, such as Self-Destruct, by dampening its surroundings.",Swift Swim,Boosts the Pokémon's Speed stat in rain.,,,50,50,70,Red / Blue / Yellow,Kanto,90,95,95,70,90,70,510,0,0,3,0,0,0,3,45,Medium Slow,1059860,230,Water 1,,20,982,Water Stone
63,Abra,https://assets.pokemon.com/assets/cms2/img/pokedex/full/063.png,Psi Pokemon,,,,0.9,19.5,Psychic,,Synchronize,"The attacker will receive the same status condition if it inflicts a burn, poison, or paralysis to the Pokémon.",Inner Focus,"The Pokémon's intensely focused, and that protects the Pokémon from flinching.",Magic Guard,The Pokémon only takes damage from attacks.,,,75,25,70,Red / Blue / Yellow,Kanto,25,20,15,105,55,90,310,0,0,0,1,0,0,1,200,Medium Slow,1059860,62,Human-Like,,20,,
64,Kadabra,https://assets.pokemon.com/assets/cms2/img/pokedex/full/064.png,Psi Pokemon,,,,1.3,56.5,Psychic,,Synchronize,"The attacker will receive the same status condition if it inflicts a burn, poison, or paralysis to the Pokémon.",Inner Focus,"The Pokémon's intensely focused, and that protects the Pokémon from flinching.",Magic Guard,The Pokémon only takes damage from attacks.,,,75,25,70,Red / Blue / Yellow,Kanto,40,35,30,120,70,105,400,0,0,0,2,0,0,2,100,Medium Slow,1059860,140,Human-Like,,20,1004,Level 16
65,Alakazam,https://assets.pokemon.com/assets/cms2/img/pokedex/full/065.png,Psi Pokemon,,,,1.5,48,Psychic,,Synchronize,"The attacker will receive the same status condition if it inflicts a burn, poison, or paralysis to the Pokémon.",Inner Focus,"The Pokémon's intensely focused, and that protects the Pokémon from flinching.",Magic Guard,The Pokémon only takes damage from attacks.,,,75,25,70,Red / Blue / Yellow,Kanto,55,50,45,135,95,120,500,0,0,0,3,0,0,3,50,Medium Slow,1059860,225,Human-Like,,20,1015,
65,Alakazam,https://assets.pokemon.com/assets/cms2/img/pokedex/full/065_f2.png,Psi Pokemon,Mega,1026,,1.2,48,Psychic,,Trace,"When it enters a battle, the Pokémon copies an opposing Pokémon's Ability.",,,,,,,75,25,70,X / Y,Kalos,55,50,65,175,105,150,600,0,0,0,3,0,0,3,50,Medium Slow,1059860,270,Human-Like,,20,,
66,Machop,https://assets.pokemon.com/assets/cms2/img/pokedex/full/066.png,Superpower Pokemon,,,,0.8,19.5,Fighting,,Guts,It's so gutsy that having a status condition boosts the Pokémon's Attack stat.,No Guard,The Pokémon employs no-guard tactics to ensure incoming and outgoing attacks always land.,Steadfast,The Pokémon's determination boosts the Speed stat each time the Pokémon flinches.,,,75,25,70,Red / Blue / Yellow,Kanto,70,80,50,35,35,35,305,0,1,0,0,0,0,1,180,Medium Slow,1059860,61,Human-Like,,20,,
67,Machoke,https://assets.pokemon.com/assets/cms2/img/pokedex/full/067.png,Superpower Pokemon,,,,1.5,70.5,Fighting,,Guts,It's so gutsy that having a status condition boosts the Pokémon's Attack stat.,No Guard,The Pokémon employs no-guard tactics to ensure incoming and outgoing attacks always land.,Steadfast,The Pokémon's determination boosts the Speed stat each time the Pokémon flinches.,,,75,25,70,Red / Blue / Yellow,Kanto,80,100,70,50,60,45,405,0,2,0,0,0,0,2,90,Medium Slow,1059860,142,Human-Like,,20,1076,Level 28
68,Machamp,https://assets.pokemon.com/assets/cms2/img/pokedex/full/068.png,Superpower Pokemon,,,,1.6,130,Fighting,,Guts,It's so gutsy that having a status condition boosts the Pokémon's Attack stat.,No Guard,The Pokémon employs no-guard tactics to ensure incoming and outgoing attacks always land.,Steadfast,The Pokémon's determination boosts the Speed stat each time the Pokémon flinches.,,,75,25,70,Red / Blue / Yellow,Kanto,90,130,80,65,85,55,505,0,3,0,0,0,0,3,45,Medium Slow,1059860,227,Human-Like,,20,1087,
68,Machamp,https://assets.pokemon.com/assets/cms2/img/pokedex/full/068_f2.png,Superpower Pokemon,Gigantamax,1097,,25,0,Fighting,,Guts,It's so gutsy that having a status condition boosts the Pokémon's Attack stat.,No Guard,The Pokémon employs no-guard tactics to ensure incoming and outgoing attacks always land.,Steadfast,The Pokémon's determination boosts the Speed stat each time the Pokémon flinches.,,,75,25,70,Sword / Shield,Galar,90,130,80,65,85,55,505,0,3,0,0,0,0,3,45,Medium Slow,1059860,227,Human-Like,,20,,
69,Bellsprout,https://assets.pokemon.com/assets/cms2/img/pokedex/full/069.png,Flower Pokemon,,,,0.7,4,Grass,Poison,Chlorophyll,Boosts the Pokémon's Speed stat in harsh sunlight. ,,,Gluttony,"Makes the Pokémon eat a held Berry when its HP drops to half or less, which is sooner than usual.",,,50,50,70,Red / Blue / Yellow,Kanto,50,75,35,70,30,40,300,0,1,0,0,0,0,1,255,Medium Slow,1059860,60,Grass,,20,,
70,Weepinbell,https://assets.pokemon.com/assets/cms2/img/pokedex/full/070.png,Flycatcher Pokemon,,,,1,6.4,Grass,Poison,Chlorophyll,Boosts the Pokémon's Speed stat in harsh sunlight. ,,,Gluttony,"Makes the Pokémon eat a held Berry when its HP drops to half or less, which is sooner than usual.",,,50,50,70,Red / Blue / Yellow,Kanto,65,90,50,85,45,55,390,0,2,0,0,0,0,2,120,Medium Slow,1059860,137,Grass,,20,1109,Level 21
71,Victreebel,https://assets.pokemon.com/assets/cms2/img/pokedex/full/071.png,Flycatcher Pokemon,,,,1.7,15.5,Grass,Poison,Chlorophyll,Boosts the Pokémon's Speed stat in harsh sunlight. ,,,Gluttony,"Makes the Pokémon eat a held Berry when its HP drops to half or less, which is sooner than usual.",,,50,50,70,Red / Blue / Yellow,Kanto,80,105,65,100,70,70,490,0,3,0,0,0,0,3,45,Medium Slow,1059860,221,Grass,,20,1128,Leaf Stone
72,Tentacool,https://assets.pokemon.com/assets/cms2/img/pokedex/full/072.png,Jellyfish Pokemon,,,,0.9,45.5,Water,Poison,Clear Body,Prevents other Pokémon's moves or Abilities from lowering the Pokémon's stats.,Liquid Ooze,"The oozed liquid has a strong stench, which damages attackers using any draining move.",Rain Dish,The Pokémon gradually regains HP in rain. ,,,50,50,70,Red / Blue / Yellow,Kanto,40,40,35,50,100,70,335,0,0,0,0,1,0,1,190,Slow,1250000,67,Water 3,,20,,
73,Tentacruel,https://assets.pokemon.com/assets/cms2/img/pokedex/full/073.png,Jellyfish Pokemon,,,,1.6,55,Water,Poison,Clear Body,Prevents other Pokémon's moves or Abilities from lowering the Pokémon's stats.,Liquid Ooze,"The oozed liquid has a strong stench, which damages attackers using any draining move.",Rain Dish,The Pokémon gradually regains HP in rain. ,,,50,50,70,Red / Blue / Yellow,Kanto,80,70,65,80,120,100,515,0,0,0,0,2,0,2,60,Slow,1250000,180,Water 3,,20,1150,Level 30
74,Geodude,https://assets.pokemon.com/assets/cms2/img/pokedex/full/074.png,Rock Pokemon,,,,0.4,20,Rock,Ground,Rock Head,Protects the Pokémon from recoil damage.,Sturdy,"It cannot be knocked out with one hit. One-hit KO moves cannot knock it out, either.",Sand Veil,Boosts the Pokémon's evasiveness in a sandstorm.,,,50,50,70,Red / Blue / Yellow,Kanto,40,80,100,30,30,20,300,0,0,1,0,0,0,1,255,Medium Slow,1059860,60,Mineral,,15,,
74,Geodude,https://assets.pokemon.com/assets/cms2/img/pokedex/full/074_f2.png,Rock Pokemon,Alola,1265,,0.4,20.3,Rock,Electric,Magnet Pull,Prevents Steel-type Pokémon from escaping using its magnetic force.,Sturdy,"It cannot be knocked out with one hit. One-hit KO moves cannot knock it out, either.",Galvanize,Normal-type moves become Electric-type moves. The power of those moves is boosted a little.,,,50,50,70,Sun / Moon,Alola,40,80,100,30,30,20,300,0,0,1,0,0,0,1,255,Medium Slow,1059860,60,Mineral,,15,,
75,Graveler,https://assets.pokemon.com/assets/cms2/img/pokedex/full/075.png,Rock Pokemon,,,,1,105,Rock,Ground,Rock Head,Protects the Pokémon from recoil damage.,Sturdy,"It cannot be knocked out with one hit. One-hit KO moves cannot knock it out, either.",Sand Veil,Boosts the Pokémon's evasiveness in a sandstorm.,,,50,50,70,Red / Blue / Yellow,Kanto,55,95,115,45,45,35,390,0,0,2,0,0,0,2,120,Medium Slow,1059860,137,Mineral,,15,1265,Level 25
75,Graveler,https://assets.pokemon.com/assets/cms2/img/pokedex/full/075_f2.png,Rock Pokemon,Alola,1276,,1,110,Rock,Electric,Magnet Pull,Prevents Steel-type Pokémon from escaping using its magnetic force.,Sturdy,"It cannot be knocked out with one hit. One-hit KO moves cannot knock it out, either.",Galvanize,Normal-type moves become Electric-type moves. The power of those moves is boosted a little.,,,50,50,70,Sun / Moon,Alola,55,95,115,45,45,35,390,0,0,2,0,0,0,2,120,Medium Slow,1059860,137,Mineral,,15,1361,Level 25
